name,description,signature,url,numpy,numpy_url
"cupy.fft.config.get_plan_cache","Get the per-thread\, per-device plan cache\, or create one if not found.","cupy.fft.config.get_plan_cache() → PlanCache","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.config.get_plan_cache.html#cupy.fft.config.get_plan_cache","",""
"cupy.fft.config.set_cufft_gpus","Set the GPUs to be used in multi-GPU FFT.","cupy.fft.config.set_cufft_gpus(gpus)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.config.set_cufft_gpus.html#cupy.fft.config.set_cufft_gpus","",""
"cupy.fft.config.show_plan_cache_info","Show all of the plan caches’ info on this thread.","cupy.fft.config.show_plan_cache_info()","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.config.show_plan_cache_info.html#cupy.fft.config.show_plan_cache_info","",""
"cupy.fft.fft","Compute the one-dimensional FFT.","cupy.fft.fft(a\, n=None\, axis=- 1\, norm=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.fft.html#cupy.fft.fft","numpy.fft.fft()","https://numpy.org/doc/stable/reference/generated/numpy.fft.fft.html#numpy.fft.fft"
"cupy.fft.fft2","Compute the two-dimensional FFT.","cupy.fft.fft2(a\, s=None\, axes=(- 2\, - 1)\, norm=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.fft2.html#cupy.fft.fft2","numpy.fft.fft2()","https://numpy.org/doc/stable/reference/generated/numpy.fft.fft2.html#numpy.fft.fft2"
"cupy.fft.fftfreq","Return the FFT sample frequencies.","cupy.fft.fftfreq(n\, d=1.0)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.fftfreq.html#cupy.fft.fftfreq","numpy.fft.fftfreq()","https://numpy.org/doc/stable/reference/generated/numpy.fft.fftfreq.html#numpy.fft.fftfreq"
"cupy.fft.fftn","Compute the N-dimensional FFT.","cupy.fft.fftn(a\, s=None\, axes=None\, norm=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.fftn.html#cupy.fft.fftn","numpy.fft.fftn()","https://numpy.org/doc/stable/reference/generated/numpy.fft.fftn.html#numpy.fft.fftn"
"cupy.fft.fftshift","Shift the zero-frequency component to the center of the spectrum.","cupy.fft.fftshift(x\, axes=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.fftshift.html#cupy.fft.fftshift","numpy.fft.fftshift()","https://numpy.org/doc/stable/reference/generated/numpy.fft.fftshift.html#numpy.fft.fftshift"
"cupy.fft.hfft","Compute the FFT of a signal that has Hermitian symmetry.","cupy.fft.hfft(a\, n=None\, axis=- 1\, norm=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.hfft.html#cupy.fft.hfft","numpy.fft.hfft()","https://numpy.org/doc/stable/reference/generated/numpy.fft.hfft.html#numpy.fft.hfft"
"cupy.fft.ifft","Compute the one-dimensional inverse FFT.","cupy.fft.ifft(a\, n=None\, axis=- 1\, norm=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.ifft.html#cupy.fft.ifft","numpy.fft.ifft()","https://numpy.org/doc/stable/reference/generated/numpy.fft.ifft.html#numpy.fft.ifft"
"cupy.fft.ifft2","Compute the two-dimensional inverse FFT.","cupy.fft.ifft2(a\, s=None\, axes=(- 2\, - 1)\, norm=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.ifft2.html#cupy.fft.ifft2","numpy.fft.ifft2()","https://numpy.org/doc/stable/reference/generated/numpy.fft.ifft2.html#numpy.fft.ifft2"
"cupy.fft.ifftn","Compute the N-dimensional inverse FFT.","cupy.fft.ifftn(a\, s=None\, axes=None\, norm=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.ifftn.html#cupy.fft.ifftn","numpy.fft.ifftn()","https://numpy.org/doc/stable/reference/generated/numpy.fft.ifftn.html#numpy.fft.ifftn"
"cupy.fft.ifftshift","The inverse of fftshift().","cupy.fft.ifftshift(x\, axes=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.ifftshift.html#cupy.fft.ifftshift","numpy.fft.ifftshift()","https://numpy.org/doc/stable/reference/generated/numpy.fft.ifftshift.html#numpy.fft.ifftshift"
"cupy.fft.ihfft","Compute the FFT of a signal that has Hermitian symmetry.","cupy.fft.ihfft(a\, n=None\, axis=- 1\, norm=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.ihfft.html#cupy.fft.ihfft","numpy.fft.ihfft()","https://numpy.org/doc/stable/reference/generated/numpy.fft.ihfft.html#numpy.fft.ihfft"
"cupy.fft.irfft","Compute the one-dimensional inverse FFT for real input.","cupy.fft.irfft(a\, n=None\, axis=- 1\, norm=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.irfft.html#cupy.fft.irfft","numpy.fft.irfft()","https://numpy.org/doc/stable/reference/generated/numpy.fft.irfft.html#numpy.fft.irfft"
"cupy.fft.irfft2","Compute the two-dimensional inverse FFT for real input.","cupy.fft.irfft2(a\, s=None\, axes=(- 2\, - 1)\, norm=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.irfft2.html#cupy.fft.irfft2","numpy.fft.irfft2()","https://numpy.org/doc/stable/reference/generated/numpy.fft.irfft2.html#numpy.fft.irfft2"
"cupy.fft.irfftn","Compute the N-dimensional inverse FFT for real input.","cupy.fft.irfftn(a\, s=None\, axes=None\, norm=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.irfftn.html#cupy.fft.irfftn","numpy.fft.irfftn()","https://numpy.org/doc/stable/reference/generated/numpy.fft.irfftn.html#numpy.fft.irfftn"
"cupy.fft.rfft","Compute the one-dimensional FFT for real input.","cupy.fft.rfft(a\, n=None\, axis=- 1\, norm=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.rfft.html#cupy.fft.rfft","numpy.fft.rfft()","https://numpy.org/doc/stable/reference/generated/numpy.fft.rfft.html#numpy.fft.rfft"
"cupy.fft.rfft2","Compute the two-dimensional FFT for real input.","cupy.fft.rfft2(a\, s=None\, axes=(- 2\, - 1)\, norm=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.rfft2.html#cupy.fft.rfft2","numpy.fft.rfft2()","https://numpy.org/doc/stable/reference/generated/numpy.fft.rfft2.html#numpy.fft.rfft2"
"cupy.fft.rfftfreq","Return the FFT sample frequencies for real input.","cupy.fft.rfftfreq(n\, d=1.0)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.rfftfreq.html#cupy.fft.rfftfreq","numpy.fft.rfftfreq()","https://numpy.org/doc/stable/reference/generated/numpy.fft.rfftfreq.html#numpy.fft.rfftfreq"
"cupy.fft.rfftn","Compute the N-dimensional FFT for real input.","cupy.fft.rfftn(a\, s=None\, axes=None\, norm=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fft.rfftn.html#cupy.fft.rfftn","numpy.fft.rfftn()","https://numpy.org/doc/stable/reference/generated/numpy.fft.rfftn.html#numpy.fft.rfftn"
"cupy.fill_diagonal","Fills the main diagonal of the given array of any dimensionality.","cupy.fill_diagonal(a\, val\, wrap=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fill_diagonal.html#cupy.fill_diagonal","numpy.fill_diagonal()","https://numpy.org/doc/stable/reference/generated/numpy.fill_diagonal.html#numpy.fill_diagonal"
"cupy.fix = <ufunc 'cupy_fix'>","If given value x is positive\, it return floor(x). Else\, it return ceil(x).","cupy.fix = <ufunc 'cupy_fix'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.fix.html#cupy.fix","numpy.fix()","https://numpy.org/doc/stable/reference/generated/numpy.fix.html#numpy.fix"
"cupy.flatnonzero","Return indices that are non-zero in the flattened version of a.","cupy.flatnonzero(a)","https://docs.cupy.dev/en/stable/reference/generated/cupy.flatnonzero.html#cupy.flatnonzero","numpy.flatnonzero()","https://numpy.org/doc/stable/reference/generated/numpy.flatnonzero.html#numpy.flatnonzero"
"cupy.flip","Reverse the order of elements in an array along the given axis.","cupy.flip(a\, axis=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.flip.html#cupy.flip","numpy.flip()","https://numpy.org/doc/stable/reference/generated/numpy.flip.html#numpy.flip"
"cupy.fliplr","Flip array in the left/right direction.","cupy.fliplr(a)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fliplr.html#cupy.fliplr","numpy.fliplr()","https://numpy.org/doc/stable/reference/generated/numpy.fliplr.html#numpy.fliplr"
"cupy.flipud","Flip array in the up/down direction.","cupy.flipud(a)","https://docs.cupy.dev/en/stable/reference/generated/cupy.flipud.html#cupy.flipud","numpy.flipud()","https://numpy.org/doc/stable/reference/generated/numpy.flipud.html#numpy.flipud"
"cupy.floor = <ufunc 'cupy_floor'>","Rounds each element of an array to its floor integer.","cupy.floor = <ufunc 'cupy_floor'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.floor.html#cupy.floor","numpy.floor","https://numpy.org/doc/stable/reference/generated/numpy.floor.html#numpy.floor"
"cupy.floor_divide = <ufunc 'cupy_floor_divide'>","Elementwise floor division (i.e. integer quotient).","cupy.floor_divide = <ufunc 'cupy_floor_divide'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.floor_divide.html#cupy.floor_divide","numpy.floor_divide","https://numpy.org/doc/stable/reference/generated/numpy.floor_divide.html#numpy.floor_divide"
"cupy.fmax = <ufunc 'cupy_fmax'>","Takes the maximum of two arrays elementwise.","cupy.fmax = <ufunc 'cupy_fmax'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.fmax.html#cupy.fmax","numpy.fmax","https://numpy.org/doc/stable/reference/generated/numpy.fmax.html#numpy.fmax"
"cupy.fmin = <ufunc 'cupy_fmin'>","Takes the minimum of two arrays elementwise.","cupy.fmin = <ufunc 'cupy_fmin'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.fmin.html#cupy.fmin","numpy.fmin","https://numpy.org/doc/stable/reference/generated/numpy.fmin.html#numpy.fmin"
"cupy.fmod = <ufunc 'cupy_fmod'>","Computes the remainder of C division elementwise.","cupy.fmod = <ufunc 'cupy_fmod'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.fmod.html#cupy.fmod","numpy.fmod","https://numpy.org/doc/stable/reference/generated/numpy.fmod.html#numpy.fmod"
"cupy.frexp = <ufunc 'cupy_frexp'>","Decomposes each element to mantissa and two’s exponent.","cupy.frexp = <ufunc 'cupy_frexp'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.frexp.html#cupy.frexp","numpy.frexp","https://numpy.org/doc/stable/reference/generated/numpy.frexp.html#numpy.frexp"
"cupy.fromDlpack","Zero-copy conversion from a DLPack tensor to a ndarray.","cupy.fromDlpack(dltensor) → ndarray","https://docs.cupy.dev/en/stable/reference/generated/cupy.fromDlpack.html#cupy.fromDlpack","",""
"cupy.fromfile","Reads an array from a file.","cupy.fromfile(*args\, **kwargs)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fromfile.html#cupy.fromfile","numpy.fromfile()","https://numpy.org/doc/stable/reference/generated/numpy.fromfile.html#numpy.fromfile"
"cupy.full","Returns a new array of given shape and dtype\, filled with a given value.","cupy.full(shape\, fill_value\, dtype=None\, order='C')","https://docs.cupy.dev/en/stable/reference/generated/cupy.full.html#cupy.full","numpy.full()","https://numpy.org/doc/stable/reference/generated/numpy.full.html#numpy.full"
"cupy.full_like","Returns a full array with same shape and dtype as a given array.","cupy.full_like(a\, fill_value\, dtype=None\, order='K'\, subok=None\, shape=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.full_like.html#cupy.full_like","numpy.full_like()","https://numpy.org/doc/stable/reference/generated/numpy.full_like.html#numpy.full_like"
"cupy.fuse","Decorator that fuses a function.","cupy.fuse(*args\, **kwargs)","https://docs.cupy.dev/en/stable/reference/generated/cupy.fuse.html#cupy.fuse","",""
"cupy.gcd = <ufunc 'cupy_gcd'>","Computes gcd of x1 and x2 elementwise.","cupy.gcd = <ufunc 'cupy_gcd'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.gcd.html#cupy.gcd","numpy.gcd","https://numpy.org/doc/stable/reference/generated/numpy.gcd.html#numpy.gcd"
"cupy.get_array_module","Returns the array module for arguments.","cupy.get_array_module(*args)","https://docs.cupy.dev/en/stable/reference/generated/cupy.get_array_module.html#cupy.get_array_module","",""
"cupy.get_default_memory_pool","Returns CuPy default memory pool for GPU memory.","cupy.get_default_memory_pool()","https://docs.cupy.dev/en/stable/reference/generated/cupy.get_default_memory_pool.html#cupy.get_default_memory_pool","",""
"cupy.get_default_pinned_memory_pool","Returns CuPy default memory pool for pinned memory.","cupy.get_default_pinned_memory_pool()","https://docs.cupy.dev/en/stable/reference/generated/cupy.get_default_pinned_memory_pool.html#cupy.get_default_pinned_memory_pool","",""
"cupy.gradient","Return the gradient of an N-dimensional array.","cupy.gradient(f\, *varargs\, axis=None\, edge_order=1)","https://docs.cupy.dev/en/stable/reference/generated/cupy.gradient.html#cupy.gradient","numpy.gradient()","https://numpy.org/doc/stable/reference/generated/numpy.gradient.html#numpy.gradient"
"cupy.greater = <ufunc 'cupy_greater'>","Tests elementwise if x1 > x2.","cupy.greater = <ufunc 'cupy_greater'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.greater.html#cupy.greater","numpy.greater","https://numpy.org/doc/stable/reference/generated/numpy.greater.html#numpy.greater"
"cupy.greater_equal = <ufunc 'cupy_greater_equal'>","Tests elementwise if x1 >= x2.","cupy.greater_equal = <ufunc 'cupy_greater_equal'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.greater_equal.html#cupy.greater_equal","numpy.greater_equal","https://numpy.org/doc/stable/reference/generated/numpy.greater_equal.html#numpy.greater_equal"
"cupy.hamming","Returns the Hamming window.","cupy.hamming(M)","https://docs.cupy.dev/en/stable/reference/generated/cupy.hamming.html#cupy.hamming","numpy.hamming()","https://numpy.org/doc/stable/reference/generated/numpy.hamming.html#numpy.hamming"
"cupy.hanning","Returns the Hanning window.","cupy.hanning(M)","https://docs.cupy.dev/en/stable/reference/generated/cupy.hanning.html#cupy.hanning","numpy.hanning()","https://numpy.org/doc/stable/reference/generated/numpy.hanning.html#numpy.hanning"
"cupy.histogram","Computes the histogram of a set of data.","cupy.histogram(x\, bins=10\, range=None\, weights=None\, density=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.histogram.html#cupy.histogram","numpy.histogram()","https://numpy.org/doc/stable/reference/generated/numpy.histogram.html#numpy.histogram"
"cupy.histogram2d","Compute the bi-dimensional histogram of two data samples.","cupy.histogram2d(x\, y\, bins=10\, range=None\, weights=None\, density=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.histogram2d.html#cupy.histogram2d","numpy.histogram2d()","https://numpy.org/doc/stable/reference/generated/numpy.histogram2d.html#numpy.histogram2d"
"cupy.histogramdd","Compute the multidimensional histogram of some data.","cupy.histogramdd(sample\, bins=10\, range=None\, weights=None\, density=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.histogramdd.html#cupy.histogramdd","numpy.histogramdd()","https://numpy.org/doc/stable/reference/generated/numpy.histogramdd.html#numpy.histogramdd"
"cupy.hsplit","Splits an array into multiple sub arrays horizontally.","cupy.hsplit(ary\, indices_or_sections)","https://docs.cupy.dev/en/stable/reference/generated/cupy.hsplit.html#cupy.hsplit","numpy.hsplit()","https://numpy.org/doc/stable/reference/generated/numpy.hsplit.html#numpy.hsplit"
"cupy.hstack","Stacks arrays horizontally.","cupy.hstack(tup)","https://docs.cupy.dev/en/stable/reference/generated/cupy.hstack.html#cupy.hstack","numpy.hstack()","https://numpy.org/doc/stable/reference/generated/numpy.hstack.html#numpy.hstack"
"cupy.hypot = <ufunc 'cupy_hypot'>","Computes the hypoteneous of orthogonal vectors of given length.","cupy.hypot = <ufunc 'cupy_hypot'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.hypot.html#cupy.hypot","numpy.hypot","https://numpy.org/doc/stable/reference/generated/numpy.hypot.html#numpy.hypot"
"cupy.i0 = <ufunc 'cupy_i0'>","Modified Bessel function of the first kind\, order 0.","cupy.i0 = <ufunc 'cupy_i0'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.i0.html#cupy.i0","numpy.i0()","https://numpy.org/doc/stable/reference/generated/numpy.i0.html#numpy.i0"
"cupy.identity","Returns a 2-D identity array.","cupy.identity(n\, dtype=<class 'float'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.identity.html#cupy.identity","numpy.identity()","https://numpy.org/doc/stable/reference/generated/numpy.identity.html#numpy.identity"
"cupy.imag","Returns the imaginary part of the elements of the array.","cupy.imag(val)","https://docs.cupy.dev/en/stable/reference/generated/cupy.imag.html#cupy.imag","numpy.imag()","https://numpy.org/doc/stable/reference/generated/numpy.imag.html#numpy.imag"
"cupy.in1d","Tests whether each element of a 1-D array is also present in a second array.","cupy.in1d(ar1\, ar2\, assume_unique=False\, invert=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.in1d.html#cupy.in1d","",""
"cupy.indices","Returns an array representing the indices of a grid.","cupy.indices(dimensions\, dtype=<class 'int'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.indices.html#cupy.indices","numpy.indices()","https://numpy.org/doc/stable/reference/generated/numpy.indices.html#numpy.indices"
"cupy.inner","Returns the inner product of two arrays.","cupy.inner(a\, b)","https://docs.cupy.dev/en/stable/reference/generated/cupy.inner.html#cupy.inner","numpy.inner()","https://numpy.org/doc/stable/reference/generated/numpy.inner.html#numpy.inner"
"cupy.interp","One-dimensional linear interpolation.","cupy.interp(x\, xp\, fp\, left=None\, right=None\, period=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.interp.html#cupy.interp","numpy.interp()","https://numpy.org/doc/stable/reference/generated/numpy.interp.html#numpy.interp"
"cupy.invert = <ufunc 'cupy_invert'>","Computes the bitwise NOT of an array elementwise.","cupy.invert = <ufunc 'cupy_invert'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.invert.html#cupy.invert","numpy.invert","https://numpy.org/doc/stable/reference/generated/numpy.invert.html#numpy.invert"
"cupy.isclose","Returns a boolean array where two arrays are equal within a tolerance.","cupy.isclose(a\, b\, rtol=1e-05\, atol=1e-08\, equal_nan=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.isclose.html#cupy.isclose","numpy.isclose()","https://numpy.org/doc/stable/reference/generated/numpy.isclose.html#numpy.isclose"
"cupy.iscomplex","Returns a bool array\, where True if input element is complex.","cupy.iscomplex(x)","https://docs.cupy.dev/en/stable/reference/generated/cupy.iscomplex.html#cupy.iscomplex","",""
"cupy.iscomplexobj","Check for a complex type or an array of complex numbers.","cupy.iscomplexobj(x)","https://docs.cupy.dev/en/stable/reference/generated/cupy.iscomplexobj.html#cupy.iscomplexobj","",""
"cupy.isfinite = <ufunc 'cupy_isfinite'>","Tests finiteness elementwise.","cupy.isfinite = <ufunc 'cupy_isfinite'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.isfinite.html#cupy.isfinite","numpy.isfinite","https://numpy.org/doc/stable/reference/generated/numpy.isfinite.html#numpy.isfinite"
"cupy.isfortran","Returns True if the array is Fortran contiguous but not C contiguous.","cupy.isfortran(a)","https://docs.cupy.dev/en/stable/reference/generated/cupy.isfortran.html#cupy.isfortran","isfortran()","https://numpy.org/doc/stable/reference/generated/numpy.isfortran.html#numpy.isfortran"
"cupy.isin","Calculates element in test_elements\, broadcasting over element only. Returns a boolean array of the same shape as element that is True where an element of element is in test_elements and False otherwise.","cupy.isin(element\, test_elements\, assume_unique=False\, invert=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.isin.html#cupy.isin","",""
"cupy.isinf = <ufunc 'cupy_isinf'>","Tests if each element is the positive or negative infinity.","cupy.isinf = <ufunc 'cupy_isinf'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.isinf.html#cupy.isinf","numpy.isinf","https://numpy.org/doc/stable/reference/generated/numpy.isinf.html#numpy.isinf"
"cupy.isnan = <ufunc 'cupy_isnan'>","Tests if each element is a NaN.","cupy.isnan = <ufunc 'cupy_isnan'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.isnan.html#cupy.isnan","numpy.isnan","https://numpy.org/doc/stable/reference/generated/numpy.isnan.html#numpy.isnan"
"cupy.isreal","Returns a bool array\, where True if input element is real.","cupy.isreal(x)","https://docs.cupy.dev/en/stable/reference/generated/cupy.isreal.html#cupy.isreal","",""
"cupy.isrealobj","Return True if x is a not complex type or an array of complex numbers.","cupy.isrealobj(x)","https://docs.cupy.dev/en/stable/reference/generated/cupy.isrealobj.html#cupy.isrealobj","",""
"cupy.isscalar","Returns True if the type of num is a scalar type.","cupy.isscalar(element)","https://docs.cupy.dev/en/stable/reference/generated/cupy.isscalar.html#cupy.isscalar","numpy.isscalar()","https://numpy.org/doc/stable/reference/generated/numpy.isscalar.html#numpy.isscalar"
"cupy.ix_","Construct an open mesh from multiple sequences.","cupy.ix_(*args)","https://docs.cupy.dev/en/stable/reference/generated/cupy.ix_.html#cupy.ix_","numpy.ix_()","https://numpy.org/doc/stable/reference/generated/numpy.ix_.html#numpy.ix_"
"cupy.kaiser","Return the Kaiser window. The Kaiser window is a taper formed by using a Bessel function.","cupy.kaiser(M\, beta)","https://docs.cupy.dev/en/stable/reference/generated/cupy.kaiser.html#cupy.kaiser","numpy.kaiser()","https://numpy.org/doc/stable/reference/generated/numpy.kaiser.html#numpy.kaiser"
"cupy.kron","Returns the kronecker product of two arrays.","cupy.kron(a\, b)","https://docs.cupy.dev/en/stable/reference/generated/cupy.kron.html#cupy.kron","numpy.kron()","https://numpy.org/doc/stable/reference/generated/numpy.kron.html#numpy.kron"
"cupy.lcm = <ufunc 'cupy_lcm'>","Computes lcm of x1 and x2 elementwise.","cupy.lcm = <ufunc 'cupy_lcm'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.lcm.html#cupy.lcm","numpy.lcm","https://numpy.org/doc/stable/reference/generated/numpy.lcm.html#numpy.lcm"
"cupy.ldexp = <ufunc 'cupy_ldexp'>","Computes x1 * 2 ** x2 elementwise.","cupy.ldexp = <ufunc 'cupy_ldexp'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.ldexp.html#cupy.ldexp","numpy.ldexp","https://numpy.org/doc/stable/reference/generated/numpy.ldexp.html#numpy.ldexp"
"cupy.left_shift = <ufunc 'cupy_left_shift'>","Shifts the bits of each integer element to the left.","cupy.left_shift = <ufunc 'cupy_left_shift'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.left_shift.html#cupy.left_shift","numpy.left_shift","https://numpy.org/doc/stable/reference/generated/numpy.left_shift.html#numpy.left_shift"
"cupy.less = <ufunc 'cupy_less'>","Tests elementwise if x1 < x2.","cupy.less = <ufunc 'cupy_less'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.less.html#cupy.less","numpy.less","https://numpy.org/doc/stable/reference/generated/numpy.less.html#numpy.less"
"cupy.less_equal = <ufunc 'cupy_less_equal'>","Tests elementwise if x1 <= x2.","cupy.less_equal = <ufunc 'cupy_less_equal'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.less_equal.html#cupy.less_equal","numpy.less_equal","https://numpy.org/doc/stable/reference/generated/numpy.less_equal.html#numpy.less_equal"
"cupy.lexsort","Perform an indirect sort using an array of keys.","cupy.lexsort(keys)","https://docs.cupy.dev/en/stable/reference/generated/cupy.lexsort.html#cupy.lexsort","numpy.lexsort()","https://numpy.org/doc/stable/reference/generated/numpy.lexsort.html#numpy.lexsort"
"cupy.lib.stride_tricks.as_strided","Create a view into the array with the given shape and strides.","cupy.lib.stride_tricks.as_strided(x\, shape=None\, strides=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.lib.stride_tricks.as_strided.html#cupy.lib.stride_tricks.as_strided","numpy.lib.stride_tricks.as_strided","https://numpy.org/doc/stable/reference/generated/numpy.lib.stride_tricks.as_strided.html#numpy.lib.stride_tricks.as_strided"
"cupy.linalg.cholesky","Cholesky decomposition.","cupy.linalg.cholesky(a)","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.cholesky.html#cupy.linalg.cholesky","numpy.linalg.cholesky()","https://numpy.org/doc/stable/reference/generated/numpy.linalg.cholesky.html#numpy.linalg.cholesky"
"cupy.linalg.det","Returns the determinant of an array.","cupy.linalg.det(a)","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.det.html#cupy.linalg.det","numpy.linalg.det()","https://numpy.org/doc/stable/reference/generated/numpy.linalg.det.html#numpy.linalg.det"
"cupy.linalg.eigh","Eigenvalues and eigenvectors of a symmetric matrix.","cupy.linalg.eigh(a\, UPLO='L')","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.eigh.html#cupy.linalg.eigh","numpy.linalg.eigh()","https://numpy.org/doc/stable/reference/generated/numpy.linalg.eigh.html#numpy.linalg.eigh"
"cupy.linalg.eigvalsh","Calculates eigenvalues of a symmetric matrix.","cupy.linalg.eigvalsh(a\, UPLO='L')","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.eigvalsh.html#cupy.linalg.eigvalsh","numpy.linalg.eigvalsh()","https://numpy.org/doc/stable/reference/generated/numpy.linalg.eigvalsh.html#numpy.linalg.eigvalsh"
"cupy.linalg.inv","Computes the inverse of a matrix.","cupy.linalg.inv(a)","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.inv.html#cupy.linalg.inv","numpy.linalg.inv()","https://numpy.org/doc/stable/reference/generated/numpy.linalg.inv.html#numpy.linalg.inv"
"cupy.linalg.lstsq","Return the least-squares solution to a linear matrix equation.","cupy.linalg.lstsq(a\, b\, rcond='warn')","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.lstsq.html#cupy.linalg.lstsq","numpy.linalg.lstsq()","https://numpy.org/doc/stable/reference/generated/numpy.linalg.lstsq.html#numpy.linalg.lstsq"
"cupy.linalg.matrix_power","Raise a square matrix to the (integer) power n.","cupy.linalg.matrix_power(M\, n)","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.matrix_power.html#cupy.linalg.matrix_power","",""
"cupy.linalg.matrix_rank","Return matrix rank of array using SVD method","cupy.linalg.matrix_rank(M\, tol=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.matrix_rank.html#cupy.linalg.matrix_rank","numpy.linalg.matrix_rank()","https://numpy.org/doc/stable/reference/generated/numpy.linalg.matrix_rank.html#numpy.linalg.matrix_rank"
"cupy.linalg.norm","Returns one of matrix norms specified by ord parameter.","cupy.linalg.norm(x\, ord=None\, axis=None\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.norm.html#cupy.linalg.norm","",""
"cupy.linalg.pinv","Compute the Moore-Penrose pseudoinverse of a matrix.","cupy.linalg.pinv(a\, rcond=1e-15)","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.pinv.html#cupy.linalg.pinv","numpy.linalg.pinv()","https://numpy.org/doc/stable/reference/generated/numpy.linalg.pinv.html#numpy.linalg.pinv"
"cupy.linalg.qr","QR decomposition.","cupy.linalg.qr(a\, mode='reduced')","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.qr.html#cupy.linalg.qr","numpy.linalg.qr()","https://numpy.org/doc/stable/reference/generated/numpy.linalg.qr.html#numpy.linalg.qr"
"cupy.linalg.slogdet","Returns sign and logarithm of the determinant of an array.","cupy.linalg.slogdet(a)","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.slogdet.html#cupy.linalg.slogdet","numpy.linalg.slogdet()","https://numpy.org/doc/stable/reference/generated/numpy.linalg.slogdet.html#numpy.linalg.slogdet"
